datasize,spark_executor_cores,spark_driver_memory,spark_default_parallelism,spark_memory_fraction,spark_memory_storageFraction,spark_storage_replication_proactive,spark_broadcast_compress,spark_io_compression_codec,spark_rdd_compress,spark_reducer_maxSizeInFlight,spark_shuffle_spill_compress,spark_speculation,spark_broadcast_blockSize,spark_shuffle_compress,spark_executor_memory,spark_shuffle_file_buffer,spark_storage_memoryMapThreshold,spark_locality_wait,spark_task_maxFailures,spark_shuffle_sort_bypassMergeThreshold,spark_kryoserializer_buffer,spark_memory_offHeap_size,spark_scheduler_revive_interval,jvm_gc_collect,jvm_gc_timeratio,jvm_max_gc_pause,jvm_max_tenuringThreshold,jvm_new_ratio,jvm_par_gc_thread,jvm_survivor_ratio,Executor_Deserialize_Time,Executor_Deserialize_CPU_Time,Executor_Run_Time,Executor_CPU_Time,Result_Size,JVM_GC_Time,Result_Serialization_Time,Memory_Bytes_Spilled,Disk_Bytes_Spilled,Local_Blocks_Fetched,Fetch_Wait_Time,Remote_Bytes_Read,Local_Bytes_Read,Total_Records_Read,migrations,context-switches,cache-misses,cache-references,branch-misses,branch-load-misses,major-faults,minor-faults,page-faults,cycles,raw_syscalls_sys_enter,raw_syscalls_sys_exit,instructions,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,LLC-load-misses,LLC-store-misses,LLC-stores,node-load-misses,node-store-misses,mem-loads,mem-stores,branch-loads,run_times
32000,2,3,22,0.36,0.63,0,0,0,1,89,1,0,6,0,5,107,175,9,7,337,29,292,20,2,26,490,8,4,5,7,117.898,8463930.943,135.837,26688946.73,2220.155,5.026,0.083,0,0,8.136,0.398,8473.977,4374.508,121.212,7410,71283,348658251,2588166628,338532052,343084085,32,236238,236292,50926612354,355740,355897,57884973279,896543836,16579710626,6270073296,38549322,45877116,130332854,0,0,454,6315125871,10193033545,20.653
32000,5,4,90,0.58,0.66,0,1,2,0,35,0,0,39,0,3,17,63,5,5,541,112,434,49,1,40,114,8,5,4,5,287.405,8005503.333,204.663,34378080.55,2224.864,10.625,0.17,0,0,8.057,1.542,8556.288,4292.197,121.212,6635,65685,339182478,2415199710,344337814,331278413,33,243662,243722,47329432306,339881,340034,45635117211,929132998,14040697087,6058145218,26546677,46728637,130115449,132,213,582,5868345162,8945196830,16.765
32000,4,5,19,0.49,0.4,0,0,1,1,9,1,0,7,0,5,86,8,6,10,367,19,731,27,0,71,223,3,7,6,2,228.152,7752766.178,183.913,29330095.64,2239.36,24.174,0.133,0,0,7.864,1.083,8672.727,4175.758,121.212,6437,66846,309403508,2508883395,348422556,356160302,32,217888,217950,46430588697,342648,342795,49208053889,937755686,14951563684,6257949498,30744046,34762306,125188379,90,53,309,6134126917,9268672695,17.233
32000,1,5,94,0.39,0.89,0,0,1,1,116,0,0,105,1,1,90,24,4,4,579,110,460,13,1,46,370,9,2,1,5,1984.811,40846313.83,348.42,106926129.8,2359.133,19.769,0.333,0,0,1.364,4.379,7298.663,443.508,121.212,11182,83322,446684577,2991192620,399471886,391655946,44,337906,338000,59855561618,395125,395276,52730877206,1114366102,17110160704,7252241617,45291931,73998396,178564104,616,579,1615,6510959045,10311805955,53.836
32000,8,4,123,0.64,0.82,0,1,0,1,83,1,1,8,0,3,2,13,7,4,501,67,29,31,3,64,233,9,3,2,7,233.864,7180591.178,217.269,35246410.94,2208.17,8.261,0.102,0,0,11.693,1.814,6639.856,6208.629,121.212,7271,67989,309771603,2587229281,356274877,354745041,32,361034,361085,49041385737,352449,352601,50460316906,1043334847,15421070859,6823880936,29131589,40839315,134567791,2526,934,6275,6384439282,9758995248,16.587
32000,7,2,52,0.61,0.9,0,0,1,1,113,1,0,43,1,1,48,139,2,3,600,17,279,40,3,72,500,8,8,3,8,403.598,8626721.454,263.712,42707787.44,2235.288,23.072,0.193,0,0,8.167,0.572,5079.311,2662.86,121.212,6385,66381,304652343,2740821921,331628782,336137000,32,400535,400602,49811321104,347193,347345,50790452355,1037792939,16045027800,6777536168,27940031,42667428,139225978,1049,1309,4911,6499272004,9732337967,16.727
32000,8,4,13,0.88,0.61,1,0,0,1,41,1,1,95,1,5,128,172,3,8,818,69,206,9,3,64,477,12,6,3,7,241.746,7800219.822,201.375,36736195.83,2208.985,12.242,0.152,0,0,11.288,1.038,4562.038,4042.606,121.212,7600,70964,343113019,2884998685,362150698,368977392,32,460215,460278,54760020705,363626,363779,53518716313,1160139224,16651061880,7108749339,32064471,49806982,136919363,3425,3197,6871,6742561731,10704392427,15.956
32000,7,5,71,0.7,0.56,0,1,2,1,23,1,1,45,0,3,30,50,6,10,804,97,619,24,0,21,404,12,2,4,1,217.943,7369954.773,302.644,37375264.6,2234.428,43.746,0.163,0,0,8.212,1.008,8384.841,4463.644,121.212,6883,68632,331314954,2416893761,354918372,353737687,32,254563,254642,45837970422,348335,348483,47825312466,977861843,14789345373,6240015720,33527700,46068792,129792439,0,0,646,5815951118,9280429779,16.204
32000,8,3,37,0.68,0.48,1,1,1,1,109,1,1,92,1,5,65,9,3,6,185,13,613,19,2,89,389,9,7,4,7,238.072,6528242.92,313.591,18993939.86,2244.004,14.261,0.193,0,0,12.026,0.481,3879.292,3862.879,121.212,8019,71394,384763308,2479601131,355707805,348738249,32,263075,263144,51030243207,358531,358685,52740939699,1034447959,15524289680,6483194831,34463203,37389334,124648506,0,48,421,6247236136,10123656505,17.445
32000,3,4,45,0.82,0.66,0,0,2,1,92,1,0,69,0,4,90,53,4,6,628,85,252,20,1,71,325,14,2,2,8,168.89,8205002.508,163.644,28493948.38,2218.348,5.966,0.136,0,0,8.125,1.489,8508.508,4339.977,121.212,6457,67364,347607548,2431743182,342981926,345929208,32,279092,279147,46099920687,343434,343584,47176199100,937700611,14171828117,6305621865,26282468,49814511,135545547,0,0,1259,6053957338,9419025097,18.038
32000,6,5,67,0.72,0.56,1,1,0,0,112,1,1,123,0,2,61,176,9,4,296,42,36,15,3,84,265,8,3,5,8,174.364,7478777.939,214.072,32429245.06,2209.962,5.913,0.159,0,0,12,0.333,6414.606,6433.879,121.212,7403,69117,332506743,2701507393,343143510,357637447,32,472508,472573,50264368543,356044,356199,53184392295,1001366716,16009487064,6676019133,27019988,52003406,141569136,5535,3944,5591,6410745506,9809361530,17.032
32000,8,4,11,0.52,0.53,1,0,1,0,65,1,1,54,1,1,108,80,5,9,830,73,835,6,2,40,143,12,5,4,3,242.034,7086100.372,257.891,39677071.64,2230.707,38.32,0.177,0,0,10.395,0.868,4343.496,3340.462,120.301,8516,73561,411874553,2690315580,347933901,358233569,32,276248,276319,52066887886,361165,361319,51516993783,1118873736,15593612231,6721672508,37625851,47482797,131520237,0,8,346,6383845260,10867914026,16.899
32000,2,3,64,0.76,0.53,1,1,0,0,124,0,1,73,0,3,52,162,6,9,148,53,772,21,2,25,238,1,8,8,7,30.288,4610415.83,122.076,13028855.29,2217.47,2.534,0.117,0,0,12.208,0.068,6363.212,6485.273,121.212,9677,72666,364321569,2464964843,339946793,338910089,33,249019,249077,50476560391,364360,364522,50717609118,1008074811,14944223669,6324478133,37794370,48268856,129038500,15,7,679,5835351675,9849765682,15.559
32000,6,1,83,0.52,0.71,0,0,2,1,126,1,1,61,0,2,63,104,6,6,163,76,522,48,3,58,363,3,5,7,4,170.379,6865340.409,167.489,16258246.67,2215.5,2.39,0.117,0,0,12.296,0.485,6307.803,6540.682,121.212,7133,68436,330728578,2597654493,352595648,358641424,32,356969,357034,49851589935,357267,357424,50719407994,1013379040,15664993922,6753513535,34340034,64093547,152881464,877,1251,3591,6468833724,10034456505,16.573
32000,8,1,120,0.82,0.78,1,1,1,1,121,1,1,18,0,2,54,152,10,8,508,61,429,10,3,79,337,9,3,4,5,249.322,7536339.689,309.974,41545492.33,2220.182,10.53,0.178,0,0,7.939,1.08,8643.417,4205.068,121.212,7125,70332,312450639,2776180382,351121204,357008026,32,340055,340116,49765340734,357480,357634,50964769016,1074672814,15782303834,6724101556,34482660,62777841,158676334,1160,1405,4520,6477430634,10058713576,16.626
32000,2,2,35,0.75,0.44,1,0,2,0,70,0,1,38,1,5,75,129,8,5,247,91,903,43,2,91,482,10,3,2,1,12.739,5503739.129,124.572,21578022.52,2205.337,8.519,0.072,0,0,24.068,0.011,0,7301.261,121.212,7359,70199,375665973,2608102298,346238750,349553256,32,255449,255504,49291224580,352654,352806,50111730502,1023287809,15743768314,6762648475,31820661,36865452,117758078,9,0,757,6104649275,10053892043,26.383
32000,5,4,84,0.36,0.51,1,1,1,1,77,1,1,40,1,3,8,101,5,7,406,79,121,29,0,64,324,12,7,2,5,154.466,5880001.5,208.068,33276706.22,2234.428,31.902,0.121,0,0,9.701,1.034,4594.803,3147.367,121.212,6519,67788,316483708,2608621622,334293899,334519183,32,240048,240110,49136833628,345530,345678,51428846355,1015374828,15379248946,6399489099,29522353,41448568,127705154,191,42,674,6169534285,8959352819,16.729
32000,3,2,33,0.44,0.7,0,1,2,0,121,1,0,76,0,6,91,13,2,7,631,15,308,14,0,31,492,11,5,6,8,172.894,7588210.621,154.852,27921571.11,2224.227,15.08,0.114,0,0,8.201,1.568,8460.727,4387.758,121.212,6355,68847,336697701,2611129211,351817302,350505590,32,238485,238535,46733569139,347536,347684,47624806664,936880648,14391344558,6432630158,29688887,43010164,129010718,118,48,493,5916739809,9404538259,17.805
32000,4,4,59,0.85,0.84,0,1,1,1,36,0,1,100,1,2,46,32,10,9,918,64,558,22,1,39,434,10,7,8,5,467.428,10679446.35,394.663,44465597.03,2243.159,36.761,0.186,0,0,6.526,0.5,5615.144,2127.026,121.212,8102,74100,357751608,2620347062,360403830,367558944,38,307030,307096,48691515646,365653,365811,46953831941,972755115,14635177728,6474108065,34930482,45056335,131367477,0,61,562,5862947239,10011047912,31.728
32000,7,3,106,0.56,0.81,1,0,1,1,70,0,0,49,1,1,59,149,3,3,580,94,378,10,1,90,215,2,7,3,1,405.299,8419091.549,272.144,38992399.49,2242.617,64.568,0.155,0,0,8.261,2.848,5052.265,2689.905,121.212,6954,68719,373991680,2505341020,364409125,360775953,32,259694,259755,48422462812,348353,348503,51138257465,1022730585,14851227285,6304422195,27447828,37429310,126570475,157,51,1412,6125887080,9421002904,16.935
32000,3,4,115,0.57,0.61,0,1,1,0,98,0,0,32,1,5,28,28,10,9,317,103,51,45,1,60,157,7,1,7,9,175.292,7858463.25,153.216,29945661.49,2213.492,4.902,0.136,0,0,7.867,0.364,5217.379,2524.792,121.212,6527,67322,303381422,2504842252,331870496,337706701,35,282089,282145,48609661277,344831,344986,49562021550,907966292,15142424509,6246487948,28848057,62433711,144183631,44,78,1190,5969363582,9147439790,17.901
32000,4,3,120,0.42,0.86,0,0,1,1,44,0,1,125,1,1,9,51,4,6,985,27,241,40,2,38,105,5,7,3,2,484.224,10358872.97,215.678,40949061.06,2259.564,31.042,0.25,0,0,6.026,1.913,5807.78,1934.39,121.212,9796,71297,406808172,2576156398,329675782,328484152,32,307161,307236,53821031354,356911,357066,52957340220,1013670875,16000868192,6593912577,34682035,41105199,139459936,86,0,564,6304158843,9874754566,26.646
32000,2,3,62,0.67,0.42,1,1,1,1,91,0,0,105,1,1,115,163,10,7,304,100,409,49,1,56,436,8,9,3,1,1853.75,27585087.54,371.902,83157319.24,2328.663,59.958,0.394,0,0,2.023,2.549,7100.398,641.773,121.212,10143,74081,424239207,2659157509,360532374,356427831,38,300883,300969,56462221039,368445,368598,49789837387,1008500599,15319233104,6723358196,41941459,56453900,141240199,0,0,1127,6343224153,9638208763,39.381
32000,2,2,27,0.64,0.87,0,0,2,0,89,1,1,50,0,3,53,190,4,8,560,121,444,9,2,72,480,7,6,4,3,32.117,4500030.015,137.867,24257712.59,2209.992,7.621,0.068,0,0,12.061,0.095,6414.606,6433.879,121.212,9865,72382,346659397,2623705144,348429539,350791440,32,259989,260062,51275218688,360151,360306,52727547114,965085915,16228398420,6375445281,36014212,44829042,132723879,0,8,477,5958146080,10114332504,16.801
32000,7,6,67,0.54,0.34,1,1,2,1,20,0,1,99,1,2,29,125,8,10,966,34,300,38,0,77,286,8,6,4,6,214.924,7023479.038,254.546,38603187.58,2237.686,41.186,0.14,0,0,8.303,1.519,4754.284,2546.977,121.212,6807,66786,326608388,2618851351,347618963,339329766,32,251494,251560,47413266641,343132,343280,48126091099,988377128,15269596942,6506198953,33111295,52210567,133156780,169,68,818,5866329602,9543018194,15.677
32000,3,4,125,0.46,0.41,1,0,2,0,7,0,0,35,0,5,36,27,9,9,972,24,448,25,2,24,100,6,6,2,8,178.352,7844031.189,161.727,28240673.55,2228.136,11.97,0.095,0,0,8.019,0.489,8569.136,4279.348,121.212,6821,68863,340062987,2495791230,335423583,328198251,32,258349,258429,48978728710,349272,349424,53192674546,976291587,15472904678,6289857755,32463774,40842392,130637377,0,0,540,6259804375,9458209219,17.658
32000,4,3,76,0.89,0.85,1,1,2,0,25,0,1,90,0,3,82,144,9,7,671,87,675,46,2,92,339,6,9,3,4,483.822,10578502.58,334.542,49048390.36,2270.155,34.144,0.326,0,0,4.731,2.432,10205.712,2642.773,121.212,9848,72656,416013643,2691455659,349021867,354067315,32,278074,278141,54745928306,363887,364042,54848673917,1086410005,16933674714,6840212561,47383024,53169583,158052940,8,0,532,6443968334,10441354492,27.399
32000,7,1,123,0.76,0.74,0,1,2,1,68,0,1,2,0,5,78,15,3,8,930,85,872,18,0,68,408,4,6,2,3,226.352,7258303.314,235.776,35106228.16,2231.451,42.704,0.182,0,0,8.553,2.208,8243.909,4604.576,121.212,7149,68797,319099160,2319446546,348528666,342939589,37,215071,215140,43770969535,349326,349473,46403357875,942134581,13821112780,5799229459,28113904,41580115,120105566,0,49,538,5597271013,8669602514,15.839
32000,8,2,62,0.56,0.65,1,1,2,0,21,1,1,46,0,4,34,40,7,7,466,120,224,47,1,73,481,11,6,2,1,260.409,6238976.902,213.311,32340219.35,2212.731,27.602,0.125,0,0,12.011,0.47,6376.864,6471.621,121.212,7338,67705,351147315,2568738784,326093484,333787794,32,267423,267501,48063968588,352035,352185,48907627633,963999904,14724559810,6455078375,29218399,40081629,128881362,39,0,682,6239814242,9172125925,15.985
32000,1,2,48,0.34,0.56,1,1,1,1,51,0,0,88,1,4,58,135,8,6,604,111,77,41,2,96,291,12,6,6,7,60.276,8525334.015,140.769,23595377.57,2217.091,2.856,0.117,0,0,8.038,0.25,5159.667,2582.504,121.212,6288,71414,343458471,2469780748,342037575,346589988,32,275875,275934,46959771530,356848,357005,51279754543,1016654621,15802558842,6333281684,38139357,59910829,147304323,174,431,672,5832809720,10656903688,29.071
32000,1,6,87,0.5,0.73,0,0,0,1,103,0,0,126,0,2,56,86,6,9,729,95,669,16,2,23,169,4,9,5,8,453.814,18023618.33,166.011,55546646.11,2278.087,7.689,0.216,0,0,2.814,0.261,11313.894,1534.591,121.212,11051,75991,420557806,2671516779,358064712,359668339,32,306271,306354,59574633032,370105,370264,56960510988,1085319885,16371131367,6545928442,43696105,89524414,164463814,0,0,573,6429133196,10527447197,32.261
32000,3,3,10,0.47,0.34,0,1,0,1,64,1,1,99,0,6,36,116,3,10,119,68,463,12,1,45,433,15,3,2,6,13.814,4801327.08,124.511,11314519.79,2193.92,2.273,0.204,0,0,24.068,0.015,0,12848.485,121.212,7618,71063,349986263,2798294139,362480276,355252544,32,324020,324069,47729915064,356331,356481,49843183462,934006944,14909603927,6270174649,35647805,49412067,129970091,165,210,1395,6332521716,9485190976,18.101
32000,7,3,28,0.69,0.59,0,0,1,0,43,1,1,108,1,2,72,4,5,5,233,94,368,14,2,34,159,4,4,8,2,135.492,9665840.273,251,41654697.97,2250.598,30.242,0.201,0,0,8.174,6.735,5047.735,2694.436,121.212,8084,69287,356524045,2580867892,335843496,333238705,32,264380,264436,50634342447,351639,351798,52210067818,937953610,15383043025,6245106343,36979969,44807510,126684323,0,42,1085,6123249160,10114248129,11.059
32000,5,5,65,0.86,0.76,0,1,0,0,81,1,1,10,1,2,88,174,5,8,707,86,278,6,1,72,318,5,1,2,5,82.008,7931009.607,187.532,34801443.42,2285.24,13.704,0.161,0,0,7.974,0.371,5662.895,2845.067,119.85,7480,69784,341999150,2568009053,351599635,351036772,32,272544,272604,47841481602,351436,351585,48083208540,931516640,15143700210,6589758016,33859533,39944281,123468767,281,170,1336,6230225798,9603748009,12.366
32000,1,2,76,0.66,0.83,1,1,0,0,119,1,1,19,1,1,107,30,4,6,113,27,861,12,0,40,284,8,2,2,5,323.094,23391823.82,408.365,54965812.61,2319.338,4.699,0.226,0,0,1.466,1.165,8011.816,528.132,120.301,11455,76409,406096947,2836183158,377006751,379587868,37,276106,276224,60723395546,374733,374883,56703464392,1146893508,17585839519,7104201555,50115217,62808579,166323679,238,8,1009,6787781955,10210675056,25.53
32000,4,4,121,0.51,0.74,0,0,1,0,62,0,1,48,0,3,39,37,3,5,458,38,723,24,2,36,347,9,8,3,6,237.309,11622463.27,320.891,46508839.94,2295.913,28.864,0.204,0,0,5.426,1.098,9911.2,2888.8,120.755,7789,70957,397572153,2600270436,376131745,381279526,32,285490,285558,52418846037,356095,356250,55409176989,1058245249,16355834657,6758967245,33622063,50023170,142850055,25,0,613,6269613986,11066162624,17.924
32000,5,6,104,0.89,0.88,0,1,2,1,33,0,0,73,0,2,94,119,9,7,873,52,239,7,0,76,351,10,4,5,5,106.068,8630309.383,194.943,32680623.02,2233.008,29.833,0.182,0,0,8.034,1.564,8606.076,4242.409,121.212,7567,68139,338141116,2466362151,343269465,341577293,32,248710,248773,49016052414,346351,346499,49468750103,974365684,15180687243,6515579362,29452299,43584242,123352556,74,150,982,6007468352,9302374263,11.616
32000,3,4,66,0.63,0.46,1,0,0,1,28,1,0,64,1,4,113,26,7,5,313,31,125,19,1,29,465,13,2,4,6,61.875,7529858.867,139.098,30839581.44,2218.038,7.102,0.133,0,0,8.114,0.371,5700.587,2904.057,121.212,6619,66966,329657897,2477025137,346037102,344831016,32,267040,267091,48518877530,343787,343939,48452309682,939553751,14912606320,6136448292,31369106,45497172,137479182,0,132,1330,6255047332,9121240712,12.125
32000,5,5,61,0.31,0.47,1,0,1,1,54,1,0,103,1,4,117,127,3,5,280,104,677,21,3,77,474,9,9,6,6,100.163,8203276.856,189.352,41961882.71,2223.886,9.886,0.189,0,0,8.072,0.689,5142.08,2600.091,121.212,6807,66129,323111118,2608616055,351944915,358621115,32,485728,485791,50290841618,352564,352721,50244247979,1020938689,15563738029,6590736228,32074007,44890284,122257214,943,553,4265,6242923523,9736992495,11.4
32000,7,5,29,0.74,0.52,1,1,2,0,28,1,0,87,1,5,126,62,7,9,637,3,385,15,1,60,265,7,3,6,9,141.186,9561286.754,597.25,41060328.98,2228.936,24.924,0.25,0,0,8.269,3.03,4764.326,2536.936,121.212,6617,67128,326861934,2454889174,362569043,360154454,38,282766,282834,48121346308,351939,352093,49277537168,993949900,15395075783,6433016817,29410857,54503514,144374998,100,8,957,5971410759,9590911717,15.517
32000,3,5,48,0.47,0.34,0,0,0,1,82,0,1,63,1,1,16,115,9,7,419,123,698,26,3,20,197,3,3,7,6,237.924,14822276.71,203.515,52997961.16,2261.129,13.712,0.231,0,0,4.659,1.822,6884.318,1720.326,121.212,9786,70110,353026125,2519982381,352752762,358840665,32,285762,285826,52780649172,365560,365719,51214422334,1034404956,15486809067,6600457431,38845297,63839646,151228713,39,96,1059,6415903871,9632037386,13.531
32000,3,1,96,0.62,0.75,1,1,1,1,64,1,0,43,0,4,55,151,7,10,111,74,258,33,0,82,186,1,5,4,5,62.526,8231823.242,129.564,16499789.27,2230.905,6.576,0.129,0,0,7.86,0.845,8653.053,4195.432,121.212,6827,65687,324542183,2670374429,324442049,335674093,32,248626,248684,46828196717,342279,342427,50417342400,944501736,14896473216,6111579865,29551177,42631758,126494479,0,0,665,5983505747,8980374837,12.541
32000,1,1,27,0.77,0.72,1,1,0,0,46,1,1,113,1,5,108,16,8,6,807,116,811,8,0,37,126,5,1,3,8,8.098,5946588.629,110.89,24034658.63,2198.076,2.072,0.076,0,0,11.25,0.311,4515.091,4089.553,121.212,6973,74472,362341750,2610339459,345078160,357215236,32,279402,279456,47602939085,363116,363263,46963915058,1012646577,15477152513,6515572552,31781982,53640902,130283112,210,312,1447,5878439021,9264332644,24.195
32000,5,5,12,0.48,0.35,0,1,1,0,34,1,1,106,0,6,53,159,7,8,692,94,264,18,1,62,131,8,8,4,6,63.97,6254171.792,160.867,31901002.68,2218.716,12.292,0.178,0,0,8.098,1.299,8489.636,4358.848,121.212,7247,67669,362266028,2610609675,350309115,341473887,32,306165,306254,48243924422,346035,346186,47745805172,968454264,14360977706,6240963783,28694576,51529052,126229280,90,70,1005,5886434681,9267609698,12.466
32000,7,1,15,0.68,0.51,0,0,0,1,127,1,0,37,1,2,80,194,7,5,944,46,822,3,0,67,415,9,6,2,3,140.03,8217367.788,246.064,39175742.57,2250.273,46.917,0.254,0,0,7.542,1.534,5856.102,2748.542,121.212,7939,72530,338962017,2572091866,347960732,348408977,32,227788,227855,48594374155,357226,357374,48157551496,988739862,14592627637,6100018151,29399958,39114803,126224788,101,8,680,6110201312,8925567228,11.886
32000,2,5,36,0.64,0.77,0,1,2,0,100,0,0,60,0,4,57,136,7,9,969,25,886,44,1,41,376,7,9,4,1,43.057,8363530.841,106.822,25521004.56,2213.818,4.913,0.117,0,0,8.072,1.511,8512.924,4335.561,121.212,6482,66331,300872057,2679907760,339212993,338901939,32,243351,243405,47132209286,342643,342795,48947217535,903222024,14938408470,5995301171,31120792,44395403,124143702,0,605,1112,5962425862,9039182768,13.769
32000,2,3,90,0.58,0.48,1,0,1,1,107,0,0,3,1,2,60,11,6,5,379,128,972,26,1,76,442,6,7,7,9,337.943,19058964,261.326,64746721.96,2287.296,24.477,0.314,0,0,2.625,0.674,6881.731,860.439,121.212,9862,68687,350938053,2441845886,334283042,334995698,32,299537,299606,53632506965,349093,349250,49944595993,963509207,14689333290,6172008657,38671820,52402581,140514402,865,477,2472,5965144569,9078112740,16.616
32000,6,4,109,0.67,0.36,0,1,2,0,48,0,1,119,0,1,83,28,4,8,540,101,129,22,1,96,329,2,4,2,9,73.371,6608696.754,242.58,33667755.18,2215.962,28.167,0.152,0,0,8.246,0.451,8461.932,4386.553,121.212,7241,67161,302251669,2418922761,345096406,351042183,32,333862,333913,47738413869,344111,344261,47038556241,945216782,14404072506,6129762329,35659785,58991871,148554193,0,16,1456,6114726259,9347250647,11.514
32000,4,5,81,0.72,0.35,1,1,0,1,99,1,1,30,1,4,12,21,6,10,500,28,893,43,1,51,256,9,3,7,6,18.454,4124273.39,117.735,20256100.5,2194.47,3.818,0.08,0,0,23.947,0.004,39.439,8565.204,121.212,7451,67026,340972905,2460033578,347995382,350641615,32,258136,258195,46396772857,343932,344086,47405066316,959256787,14259361717,6313794994,28955553,34574910,113973109,0,8,861,5739133531,9462569755,16.068
32000,5,3,112,0.42,0.48,0,0,0,0,10,1,0,25,0,4,64,146,9,9,816,40,801,22,0,36,185,3,3,4,2,98.436,8068183.046,173.508,33109317.38,2228.64,29.621,0.17,0,0,8.011,1.212,8571.947,4276.538,121.212,6912,64888,331436514,2309647257,342879540,342430053,32,230311,230372,44683903773,337799,337946,47036936447,991582582,14098727891,5975106727,25449750,39484579,129576481,89,0,670,5887362437,8649747209,10.298
32000,5,1,68,0.38,0.54,1,0,1,0,114,1,0,84,0,3,9,194,6,5,346,123,919,28,1,94,152,11,5,4,4,111.769,7672054.739,160.61,32807472.32,2224.864,10.871,0.17,0,0,7.951,0.333,8583.992,4264.492,121.212,6866,65276,336321492,2454244630,344143724,340241019,32,297858,297923,47784661355,338756,338907,48380971031,982762447,14850653191,6070698567,26113560,40802122,126661266,0,0,988,5998699530,9079290969,11.587
32000,4,5,31,0.7,0.77,1,0,1,0,71,0,1,14,1,6,124,83,6,6,556,81,271,10,1,38,423,8,5,7,7,21.731,4431911.864,141.659,30087703.99,2214.008,17.174,0.144,0,0,11.072,1.227,4193.947,3548.224,121.212,7808,68806,334472138,2373569308,333801274,329636575,32,236896,236957,49047163431,349067,349222,47855501948,950323516,14552950194,5992034754,31109150,48866368,135486319,80,0,700,5895640347,8776135760,12.563
32000,2,6,17,0.39,0.43,1,1,2,0,101,1,1,51,0,3,32,124,8,8,435,23,296,16,1,84,308,12,8,7,6,29.758,5228845.204,147.621,26272930.86,2202.235,3.992,0.114,0,0,11.549,0.072,6702.091,6146.394,121.212,10036,70249,382951510,2524969680,354768242,350366143,33,262320,262371,52236832650,354521,354678,51599890951,1036514800,15388251191,6510358407,38927019,46904597,144908926,824,203,1667,6228260521,9661451110,17.852
